lakeid,year4,gearid,spname,effort,total_caught
AL,1991,ELFISH,LARGEMOUTHBASS,4,47
AL,1991,ELFISH,LOGPERCH,4,2
AL,1991,ELFISH,MOTTLEDSCULPIN,4,1
AL,1991,ELFISH,MUDMINNOW,4,1
AL,1991,ELFISH,MUSKELLUNGE,4,1
AL,1991,ELFISH,NORTHERNPIKE,4,15
AL,1991,ELFISH,PUMPKINSEED,4,53
AL,1991,ELFISH,ROCKBASS,4,14
AL,1991,ELFISH,WALLEYE,4,13
AL,1991,ELFISH,WHITESUCKER,4,9
AL,1991,ELFISH,YELLOWBULLHEAD,4,5
AL,1991,ELFISH,YELLOWPERCH,4,153
AL,1991,FYKNET,BLACKCRAPPIE,6,18
AL,1991,FYKNET,BLUEGILL,6,79
AL,1991,FYKNET,BLUNTNOSEMINNOW,6,3
AL,1991,FYKNET,GOLDENSHINER,6,3
AL,1991,FYKNET,LARGEMOUTHBASS,6,28
AL,1991,FYKNET,PUMPKINSEED,6,15
AL,1991,FYKNET,ROCKBASS,6,5
AL,1991,FYKNET,WALLEYE,6,1
AL,1991,FYKNET,WHITESUCKER,6,1
AL,1991,FYKNET,YELLOWBULLHEAD,6,5
AL,1991,FYKNET,YELLOWPERCH,6,22
AL,1991,TRAMML,BLUEGILL,2,7
AL,1991,TRAMML,NORTHERNPIKE,2,1
AL,1991,TRAMML,WALLEYE,2,3
AL,1991,TRAMML,WHITESUCKER,2,3
AL,1991,TRAMML,YELLOWPERCH,2,5
AL,1991,VGN019,BLACKCRAPPIE,2,1
AL,1991,VGN019,LARGEMOUTHBASS,2,5
AL,1991,VGN019,YELLOWPERCH,2,3
AL,1991,VGN025,GOLDENSHINER,2,4
AL,1991,VGN025,LARGEMOUTHBASS,2,5
AL,1991,VGN025,YELLOWPERCH,2,2
AL,1991,VGN032,COMMONSHINER,2,1
AL,1991,VGN032,GOLDENSHINER,2,2
AL,1991,VGN089,WALLEYE,2,1
AL,1992,BSEINE,BLACKCRAPPIE,18,24
AL,1992,BSEINE,BLACKNOSESHINER,18,7
AL,1992,BSEINE,BLUEGILL,18,156
AL,1992,BSEINE,BLUNTNOSEMINNOW,18,83
AL,1992,BSEINE,COMMONSHINER,18,9
AL,1992,BSEINE,GOLDENSHINER,18,45
AL,1992,BSEINE,JOHNNYDARTER,18,3
AL,1992,BSEINE,LARGEMOUTHBASS,18,4
AL,1992,BSEINE,LOGPERCH,18,1
AL,1992,BSEINE,PUMPKINSEED,18,2
AL,1992,BSEINE,ROCKBASS,18,11
AL,1992,BSEINE,SMALLMOUTHBASS,18,1
AL,1992,BSEINE,YELLOWPERCH,18,49
AL,1992,CRAYTR,BLUEGILL,29,15
AL,1992,CRAYTR,BLUNTNOSEMINNOW,29,1
AL,1992,CRAYTR,IOWADARTER,29,1
AL,1992,CRAYTR,PUMPKINSEED,29,3
AL,1992,ELFISH,BLACKCRAPPIE,4,7
AL,1992,ELFISH,BLACKNOSESHINER,4,6
AL,1992,ELFISH,BLUEGILL,4,409
AL,1992,ELFISH,BLUNTNOSEMINNOW,4,1
AL,1992,ELFISH,COMMONSHINER,4,2
AL,1992,ELFISH,GOLDENSHINER,4,35
AL,1992,ELFISH,LARGEMOUTHBASS,4,42
AL,1992,ELFISH,MUSKELLUNGE,4,1
AL,1992,ELFISH,NORTHERNPIKE,4,4
AL,1992,ELFISH,PUMPKINSEED,4,37
AL,1992,ELFISH,ROCKBASS,4,12
AL,1992,ELFISH,SMALLMOUTHBASS,4,4
AL,1992,ELFISH,WALLEYE,4,16
AL,1992,ELFISH,WHITESUCKER,4,20
AL,1992,ELFISH,YELLOWPERCH,4,64
AL,1992,FYKNET,BLACKCRAPPIE,6,2
AL,1992,FYKNET,BLUEGILL,6,19
AL,1992,FYKNET,BLUNTNOSEMINNOW,6,1
AL,1992,FYKNET,BROWNBULLHEAD,6,1
AL,1992,FYKNET,GOLDENSHINER,6,2
AL,1992,FYKNET,IOWADARTER,6,5
AL,1992,FYKNET,LARGEMOUTHBASS,6,12
AL,1992,FYKNET,PUMPKINSEED,6,4
AL,1992,FYKNET,ROCKBASS,6,1
AL,1992,FYKNET,YELLOWPERCH,6,9
AL,1992,TRAMML,BLACKCRAPPIE,2,1
AL,1992,TRAMML,BLUEGILL,2,1
AL,1992,TRAMML,MUSKELLUNGE,2,1
AL,1992,TRAMML,WALLEYE,2,5
AL,1992,TRAMML,WHITESUCKER,2,2
AL,1992,VGN019,YELLOWPERCH,2,2
AL,1992,VGN025,GOLDENSHINER,2,2
AL,1992,VGN032,COMMONSHINER,2,1
AL,1992,VGN032,GOLDENSHINER,2,1
AL,1992,VGN051,BLACKCRAPPIE,2,1
AL,1992,VGN089,BLACKCRAPPIE,2,1
AL,1993,BSEINE,BLUEGILL,18,88
AL,1993,BSEINE,BLUNTNOSEMINNOW,18,52
AL,1993,BSEINE,COMMONSHINER,18,14
AL,1993,BSEINE,GOLDENSHINER,18,6
AL,1993,BSEINE,IOWADARTER,18,1
AL,1993,BSEINE,JOHNNYDARTER,18,20
AL,1993,BSEINE,LARGEMOUTHBASS,18,2
AL,1993,BSEINE,LOGPERCH,18,4
AL,1993,BSEINE,MIMICSHINER,18,8
AL,1993,BSEINE,MOTTLEDSCULPIN,18,1
AL,1993,BSEINE,PUMPKINSEED,18,10
AL,1993,BSEINE,ROCKBASS,18,5
AL,1993,BSEINE,WHITESUCKER,18,2
AL,1993,BSEINE,YELLOWPERCH,18,45
AL,1993,CRAYTR,BLACKNOSESHINER,30,1
AL,1993,CRAYTR,BLUNTNOSEMINNOW,30,2
AL,1993,ELFISH,BLUEGILL,3,113
AL,1993,ELFISH,BLUNTNOSEMINNOW,3,15
AL,1993,ELFISH,GOLDENSHINER,3,44
AL,1993,ELFISH,LARGEMOUTHBASS,3,16
AL,1993,ELFISH,LOGPERCH,3,1
AL,1993,ELFISH,NORTHERNPIKE,3,4
AL,1993,ELFISH,PUMPKINSEED,3,33
AL,1993,ELFISH,ROCKBASS,3,1
AL,1993,ELFISH,SHORTHEADREDHORS,3,1
AL,1993,ELFISH,SMALLMOUTHBASS,3,1
AL,1993,ELFISH,WALLEYE,3,11
AL,1993,ELFISH,WHITESUCKER,3,6
AL,1993,ELFISH,YELLOWPERCH,3,121
AL,1993,FYKNET,BLACKCRAPPIE,6,1
AL,1993,FYKNET,BLUEGILL,6,47
AL,1993,FYKNET,BLUNTNOSEMINNOW,6,1
AL,1993,FYKNET,BROWNBULLHEAD,6,1
AL,1993,FYKNET,LARGEMOUTHBASS,6,19
AL,1993,FYKNET,PUMPKINSEED,6,6
AL,1993,FYKNET,ROCKBASS,6,12
AL,1993,FYKNET,YELLOWPERCH,6,33
AL,1993,TRAMML,BLUEGILL,2,15
AL,1993,TRAMML,PUMPKINSEED,2,1
AL,1993,TRAMML,WHITESUCKER,2,6
AL,1993,TRAMML,YELLOWPERCH,2,2
AL,1993,VGN019,GOLDENSHINER,2,4
AL,1993,VGN019,YELLOWPERCH,2,1
AL,1993,VGN025,BLACKCRAPPIE,2,1
AL,1993,VGN025,GOLDENSHINER,2,7
AL,1993,VGN025,YELLOWPERCH,2,3
AL,1994,BSEINE,BLACKCHINSHINER,18,4
AL,1994,BSEINE,BLACKCRAPPIE,18,561
AL,1994,BSEINE,BLACKNOSESHINER,18,2
AL,1994,BSEINE,BLUEGILL,18,31
AL,1994,BSEINE,BLUNTNOSEMINNOW,18,135
AL,1994,BSEINE,COMMONSHINER,18,43
AL,1994,BSEINE,FINESCALEDACE,18,1
AL,1994,BSEINE,GOLDENSHINER,18,92
AL,1994,BSEINE,JOHNNYDARTER,18,13
AL,1994,BSEINE,LARGEMOUTHBASS,18,69
AL,1994,BSEINE,LOGPERCH,18,4
AL,1994,BSEINE,MOTTLEDSCULPIN,18,1
AL,1994,BSEINE,NORTHERNPIKE,18,1
AL,1994,BSEINE,ROCKBASS,18,26
AL,1994,BSEINE,YELLOWPERCH,18,605
AL,1994,CRAYTR,BLUNTNOSEMINNOW,28,6
AL,1994,CRAYTR,JOHNNYDARTER,28,1
AL,1994,CRAYTR,LARGEMOUTHBASS,28,1
AL,1994,ELFISH,BLACKCHINSHINER,4,1
AL,1994,ELFISH,BLACKCRAPPIE,4,85
AL,1994,ELFISH,BLUEGILL,4,109
AL,1994,ELFISH,BLUNTNOSEMINNOW,4,23
AL,1994,ELFISH,COMMONSHINER,4,2
AL,1994,ELFISH,GOLDENSHINER,4,20
AL,1994,ELFISH,IOWADARTER,4,4
AL,1994,ELFISH,LARGEMOUTHBASS,4,36
AL,1994,ELFISH,LOGPERCH,4,2
AL,1994,ELFISH,MIMICSHINER,4,5
AL,1994,ELFISH,MUSKELLUNGE,4,1
AL,1994,ELFISH,NORTHERNPIKE,4,7
AL,1994,ELFISH,PUMPKINSEED,4,22
AL,1994,ELFISH,ROCKBASS,4,4
AL,1994,ELFISH,SHORTHEADREDHORS,4,2
AL,1994,ELFISH,SMALLMOUTHBASS,4,1
AL,1994,ELFISH,WALLEYE,4,23
AL,1994,ELFISH,WHITESUCKER,4,10
AL,1994,ELFISH,YELLOWPERCH,4,101
AL,1994,FYKNET,BLACKCRAPPIE,6,13
AL,1994,FYKNET,BLUEGILL,6,116
AL,1994,FYKNET,BLUNTNOSEMINNOW,6,28
AL,1994,FYKNET,LARGEMOUTHBASS,6,84
AL,1994,FYKNET,MOTTLEDSCULPIN,6,2
AL,1994,FYKNET,MUSKELLUNGE,6,1
AL,1994,FYKNET,PUMPKINSEED,6,8
AL,1994,FYKNET,ROCKBASS,6,3
AL,1994,FYKNET,SMALLMOUTHBASS,6,6
AL,1994,FYKNET,YELLOWBULLHEAD,6,1
AL,1994,FYKNET,YELLOWPERCH,6,14
AL,1994,TRAMML,BLACKCRAPPIE,2,1
AL,1994,TRAMML,BLUEGILL,2,3
AL,1994,TRAMML,MUSKELLUNGE,2,2
AL,1994,TRAMML,NORTHERNPIKE,2,1
AL,1994,TRAMML,PUMPKINSEED,2,7
AL,1994,TRAMML,ROCKBASS,2,2
AL,1994,TRAMML,WALLEYE,2,5
AL,1994,TRAMML,WHITESUCKER,2,5
AL,1994,TRAMML,YELLOWPERCH,2,13
AL,1994,VGN019,BLACKCRAPPIE,2,7
AL,1994,VGN019,LARGEMOUTHBASS,2,20
AL,1994,VGN019,YELLOWPERCH,2,28
AL,1994,VGN025,GOLDENSHINER,2,8
AL,1994,VGN025,LARGEMOUTHBASS,2,4
AL,1994,VGN025,YELLOWPERCH,2,31
AL,1994,VGN032,GOLDENSHINER,2,13
AL,1994,VGN032,YELLOWPERCH,2,1
AL,1994,VGN038,GOLDENSHINER,2,3
AL,1994,VGN089,WALLEYE,2,1
AL,1995,BSEINE,BLACKCRAPPIE,18,113
AL,1995,BSEINE,BLUEGILL,18,191
AL,1995,BSEINE,BLUNTNOSEMINNOW,18,350
AL,1995,BSEINE,COMMONSHINER,18,41
AL,1995,BSEINE,GOLDENSHINER,18,23
AL,1995,BSEINE,IOWADARTER,18,3
AL,1995,BSEINE,JOHNNYDARTER,18,22
AL,1995,BSEINE,LARGEMOUTHBASS,18,44
AL,1995,BSEINE,LOGPERCH,18,4
AL,1995,BSEINE,MOTTLEDSCULPIN,18,1
AL,1995,BSEINE,NORTHERNPIKE,18,1
AL,1995,BSEINE,PUMPKINSEED,18,3
AL,1995,BSEINE,ROCKBASS,18,15
AL,1995,BSEINE,SMALLMOUTHBASS,18,2
AL,1995,BSEINE,WALLEYE,18,1
AL,1995,BSEINE,YELLOWBULLHEAD,18,2
AL,1995,BSEINE,YELLOWPERCH,18,199
AL,1995,CRAYTR,BLUNTNOSEMINNOW,30,7
AL,1995,CRAYTR,ROCKBASS,30,1
AL,1995,CRAYTR,YELLOWPERCH,30,1
AL,1995,ELFISH,BLACKCRAPPIE,4,32
AL,1995,ELFISH,BLUEGILL,4,93
AL,1995,ELFISH,BLUNTNOSEMINNOW,4,33
AL,1995,ELFISH,COMMONSHINER,4,6
AL,1995,ELFISH,GOLDENSHINER,4,16
AL,1995,ELFISH,IOWADARTER,4,1
AL,1995,ELFISH,JOHNNYDARTER,4,3
AL,1995,ELFISH,LARGEMOUTHBASS,4,45
AL,1995,ELFISH,LOGPERCH,4,8
AL,1995,ELFISH,MOTTLEDSCULPIN,4,2
AL,1995,ELFISH,MUSKELLUNGE,4,1
AL,1995,ELFISH,NORTHERNPIKE,4,4
AL,1995,ELFISH,PUMPKINSEED,4,19
AL,1995,ELFISH,ROCKBASS,4,11
AL,1995,ELFISH,SHORTHEADREDHORS,4,2
AL,1995,ELFISH,SMALLMOUTHBASS,4,8
AL,1995,ELFISH,WALLEYE,4,51
AL,1995,ELFISH,WHITESUCKER,4,32
AL,1995,ELFISH,YELLOWPERCH,4,92
AL,1995,FYKNET,BLACKCRAPPIE,6,11
AL,1995,FYKNET,BLUEGILL,6,135
AL,1995,FYKNET,BLUNTNOSEMINNOW,6,18
AL,1995,FYKNET,IOWADARTER,6,1
AL,1995,FYKNET,JOHNNYDARTER,6,4
AL,1995,FYKNET,LARGEMOUTHBASS,6,98
AL,1995,FYKNET,PUMPKINSEED,6,6
AL,1995,FYKNET,ROCKBASS,6,14
AL,1995,FYKNET,WALLEYE,6,1
AL,1995,FYKNET,WHITESUCKER,6,1
AL,1995,FYKNET,YELLOWBULLHEAD,6,4
AL,1995,FYKNET,YELLOWPERCH,6,8
AL,1995,TRAMML,BGPUMPHYBRID,2,1
AL,1995,TRAMML,BLUEGILL,2,41
AL,1995,TRAMML,LARGEMOUTHBASS,2,1
AL,1995,TRAMML,MUSKYPIKEHYBRID,2,1
AL,1995,TRAMML,NORTHERNPIKE,2,15
AL,1995,TRAMML,PUMPKINSEED,2,6
AL,1995,TRAMML,ROCKBASS,2,4
AL,1995,TRAMML,WALLEYE,2,1
AL,1995,TRAMML,WHITESUCKER,2,1
AL,1995,TRAMML,YELLOWBULLHEAD,2,1
AL,1995,TRAMML,YELLOWPERCH,2,11
AL,1995,VGN019,ROSYFACESHINER,2,1
AL,1995,VGN025,BLACKCRAPPIE,2,1
AL,1995,VGN025,COMMONSHINER,2,8
AL,1995,VGN025,GOLDENSHINER,2,4
AL,1995,VGN025,YELLOWPERCH,2,35
AL,1995,VGN032,COMMONSHINER,2,6
AL,1995,VGN032,GOLDENSHINER,2,2
AL,1995,VGN032,YELLOWPERCH,2,1
AL,1995,VGN038,BLACKCRAPPIE,2,8
AL,1995,VGN038,COMMONSHINER,2,1
AL,1995,VGN038,GOLDENSHINER,2,2
AL,1996,BSEINE,BLACKCRAPPIE,18,497
AL,1996,BSEINE,BLUEGILL,18,104
AL,1996,BSEINE,BLUNTNOSEMINNOW,18,391
AL,1996,BSEINE,COMMONSHINER,18,114
AL,1996,BSEINE,GOLDENSHINER,18,11
AL,1996,BSEINE,JOHNNYDARTER,18,124
AL,1996,BSEINE,LARGEMOUTHBASS,18,23
AL,1996,BSEINE,LOGPERCH,18,2
AL,1996,BSEINE,MUSKELLUNGE,18,3
AL,1996,BSEINE,PUMPKINSEED,18,9
AL,1996,BSEINE,ROCKBASS,18,16
AL,1996,BSEINE,SMALLMOUTHBASS,18,1
AL,1996,BSEINE,UNIDSUNFISH,18,4
AL,1996,BSEINE,YELLOWPERCH,18,141
AL,1996,CRAYTR,BLACKNOSESHINER,29,2
AL,1996,CRAYTR,YELLOWPERCH,29,7
AL,1996,ELFISH,BLACKCRAPPIE,3,29
AL,1996,ELFISH,BLUEGILL,3,87
AL,1996,ELFISH,BLUNTNOSEMINNOW,3,7
AL,1996,ELFISH,GOLDENSHINER,3,49
AL,1996,ELFISH,LARGEMOUTHBASS,3,27
AL,1996,ELFISH,MUSKELLUNGE,3,2
AL,1996,ELFISH,NORTHERNPIKE,3,14
AL,1996,ELFISH,PUMPKINSEED,3,17
AL,1996,ELFISH,ROCKBASS,3,5
AL,1996,ELFISH,WALLEYE,3,22
AL,1996,ELFISH,WHITESUCKER,3,13
AL,1996,ELFISH,YELLOWPERCH,3,93
AL,1996,FYKNET,BLACKNOSESHINER,6,1
AL,1996,FYKNET,BLUEGILL,6,68
AL,1996,FYKNET,LARGEMOUTHBASS,6,140
AL,1996,FYKNET,PUMPKINSEED,6,4
AL,1996,FYKNET,ROCKBASS,6,17
AL,1996,FYKNET,SMALLMOUTHBASS,6,3
AL,1996,FYKNET,WHITESUCKER,6,1
AL,1996,FYKNET,YELLOWPERCH,6,130
AL,1996,TRAMML,BLACKCRAPPIE,2,7
AL,1996,TRAMML,BLUEGILL,2,20
AL,1996,TRAMML,NORTHERNPIKE,2,5
AL,1996,TRAMML,PUMPKINSEED,2,3
AL,1996,TRAMML,ROCKBASS,2,2
AL,1996,TRAMML,SHORTHEADREDHORS,2,2
AL,1996,TRAMML,WHITESUCKER,2,3
AL,1996,VGN025,YELLOWPERCH,2,10
AL,1996,VGN051,BLACKCRAPPIE,2,1
AL,1996,VGN064,BLACKCRAPPIE,2,2
AL,1997,BSEINE,BLACKCRAPPIE,12,218
AL,1997,BSEINE,BLACKNOSESHINER,12,41
AL,1997,BSEINE,BLUEGILL,12,38
AL,1997,BSEINE,BLUNTNOSEMINNOW,12,323
AL,1997,BSEINE,COMMONSHINER,12,35
AL,1997,BSEINE,CREEKCHUB,12,3
AL,1997,BSEINE,GOLDENSHINER,12,12
AL,1997,BSEINE,JOHNNYDARTER,12,67
AL,1997,BSEINE,LARGEMOUTHBASS,12,21
AL,1997,BSEINE,LOGPERCH,12,3
AL,1997,BSEINE,MIMICSHINER,12,53
AL,1997,BSEINE,MOTTLEDSCULPIN,12,1
AL,1997,BSEINE,NORTHERNPIKE,12,4
AL,1997,BSEINE,PUMPKINSEED,12,6
AL,1997,BSEINE,ROCKBASS,12,19
AL,1997,BSEINE,SMALLMOUTHBASS,12,3
AL,1997,BSEINE,WALLEYE,12,3
AL,1997,BSEINE,WHITESUCKER,12,5
AL,1997,BSEINE,YELLOWBULLHEAD,12,1
AL,1997,BSEINE,YELLOWPERCH,12,118
AL,1997,CRAYTR,BLUEGILL,31,1
AL,1997,CRAYTR,BLUNTNOSEMINNOW,31,1
AL,1997,CRAYTR,LARGEMOUTHBASS,31,1
AL,1997,CRAYTR,YELLOWPERCH,31,1
AL,1997,ELFISH,BLACKCRAPPIE,3,13
AL,1997,ELFISH,BLUEGILL,3,40
AL,1997,ELFISH,BLUNTNOSEMINNOW,3,10
AL,1997,ELFISH,COMMONSHINER,3,1
AL,1997,ELFISH,GOLDENSHINER,3,45
AL,1997,ELFISH,LARGEMOUTHBASS,3,16
AL,1997,ELFISH,MUSKELLUNGE,3,2
AL,1997,ELFISH,NORTHERNPIKE,3,11
AL,1997,ELFISH,PUMPKINSEED,3,9
AL,1997,ELFISH,ROCKBASS,3,8
AL,1997,ELFISH,SMALLMOUTHBASS,3,6
AL,1997,ELFISH,WALLEYE,3,19
AL,1997,ELFISH,WHITESUCKER,3,14
AL,1997,ELFISH,YELLOWBULLHEAD,3,2
AL,1997,ELFISH,YELLOWPERCH,3,126
AL,1997,FYKNET,BGPUMPHYBRID,6,1
AL,1997,FYKNET,BLACKCHINSHINER,6,12
AL,1997,FYKNET,BLACKCRAPPIE,6,30
AL,1997,FYKNET,BLUEGILL,6,82
AL,1997,FYKNET,GOLDENSHINER,6,1
AL,1997,FYKNET,IOWADARTER,6,1
AL,1997,FYKNET,LARGEMOUTHBASS,6,41
AL,1997,FYKNET,LOGPERCH,6,1
AL,1997,FYKNET,MUSKELLUNGE,6,2
AL,1997,FYKNET,PUMPKINSEED,6,3
AL,1997,FYKNET,ROCKBASS,6,15
AL,1997,FYKNET,SMALLMOUTHBASS,6,2
AL,1997,FYKNET,YELLOWBULLHEAD,6,2
AL,1997,FYKNET,YELLOWPERCH,6,16
AL,1997,TRAMML,NORTHERNPIKE,2,6
AL,1997,TRAMML,SHORTHEADREDHORS,2,1
AL,1997,TRAMML,WHITESUCKER,2,9
AL,1997,TRAMML,YELLOWPERCH,2,1
AL,1997,VGN019,LARGEMOUTHBASS,2,1
AL,1997,VGN019,YELLOWPERCH,2,1
AL,1997,VGN025,GOLDENSHINER,2,3
AL,1998,BSEINE,BLACKCRAPPIE,12,32
AL,1998,BSEINE,BLACKNOSESHINER,12,1
AL,1998,BSEINE,BLUEGILL,12,28
AL,1998,BSEINE,BLUNTNOSEMINNOW,12,174
AL,1998,BSEINE,COMMONSHINER,12,39
AL,1998,BSEINE,GOLDENSHINER,12,46
AL,1998,BSEINE,JOHNNYDARTER,12,8
AL,1998,BSEINE,LARGEMOUTHBASS,12,25
AL,1998,BSEINE,LOGPERCH,12,4
AL,1998,BSEINE,MOTTLEDSCULPIN,12,1
AL,1998,BSEINE,NORTHERNPIKE,12,2
AL,1998,BSEINE,ROCKBASS,12,4
AL,1998,BSEINE,SMALLMOUTHBASS,12,2
AL,1998,BSEINE,WALLEYE,12,6
AL,1998,BSEINE,YELLOWBULLHEAD,12,1
AL,1998,BSEINE,YELLOWPERCH,12,179
AL,1998,ELFISH,BGPUMPHYBRID,3,2
AL,1998,ELFISH,BLACKCRAPPIE,3,10
AL,1998,ELFISH,BLUEGILL,3,103
AL,1998,ELFISH,BLUNTNOSEMINNOW,3,87
AL,1998,ELFISH,COMMONSHINER,3,11
AL,1998,ELFISH,GOLDENSHINER,3,46
AL,1998,ELFISH,IOWADARTER,3,2
AL,1998,ELFISH,LARGEMOUTHBASS,3,35
AL,1998,ELFISH,LOGPERCH,3,2
AL,1998,ELFISH,MUSKELLUNGE,3,1
AL,1998,ELFISH,NORTHERNPIKE,3,14
AL,1998,ELFISH,PUMPKINSEED,3,12
AL,1998,ELFISH,ROCKBASS,3,9
AL,1998,ELFISH,SMALLMOUTHBASS,3,6
AL,1998,ELFISH,WALLEYE,3,25
AL,1998,ELFISH,WHITESUCKER,3,9
AL,1998,ELFISH,YELLOWBULLHEAD,3,1
AL,1998,ELFISH,YELLOWPERCH,3,163
AL,1998,FYKNET,BLACKCRAPPIE,6,19
AL,1998,FYKNET,BLUEGILL,6,71
AL,1998,FYKNET,GOLDENSHINER,6,5
AL,1998,FYKNET,JOHNNYDARTER,6,2
AL,1998,FYKNET,LARGEMOUTHBASS,6,53
AL,1998,FYKNET,MIMICSHINER,6,1
AL,1998,FYKNET,PUMPKINSEED,6,3
AL,1998,FYKNET,ROCKBASS,6,1
AL,1998,FYKNET,SMALLMOUTHBASS,6,5
AL,1998,FYKNET,YELLOWBULLHEAD,6,5
AL,1998,FYKNET,YELLOWPERCH,6,4
AL,1998,TRAMML,BLUEGILL,2,20
AL,1998,TRAMML,NORTHERNPIKE,2,8
AL,1998,TRAMML,PUMPKINSEED,2,1
AL,1998,TRAMML,ROCKBASS,2,6
AL,1998,TRAMML,WALLEYE,2,1
AL,1998,TRAMML,WHITESUCKER,2,3
AL,1998,TRAMML,YELLOWPERCH,2,2
AL,1998,VGN019,BLACKCRAPPIE,2,2
AL,1998,VGN019,GOLDENSHINER,2,28
AL,1998,VGN019,LARGEMOUTHBASS,2,1
AL,1998,VGN019,WALLEYE,2,1
AL,1998,VGN019,YELLOWPERCH,2,19
AL,1998,VGN025,GOLDENSHINER,2,3
AL,1998,VGN025,YELLOWPERCH,2,10
AL,1998,VGN032,GOLDENSHINER,2,3
AL,1998,VGN032,YELLOWPERCH,2,5
AL,1998,VGN038,BLACKCRAPPIE,2,1
AL,1998,VGN038,YELLOWPERCH,2,1
AL,1999,BSEINE,BLACKBULLHEAD,12,2
AL,1999,BSEINE,BLACKCRAPPIE,12,115
AL,1999,BSEINE,BLACKNOSESHINER,12,5
AL,1999,BSEINE,BLUEGILL,12,92
AL,1999,BSEINE,BLUNTNOSEMINNOW,12,61
AL,1999,BSEINE,COMMONSHINER,12,2
AL,1999,BSEINE,GOLDENSHINER,12,8
AL,1999,BSEINE,IOWADARTER,12,1
AL,1999,BSEINE,LARGEMOUTHBASS,12,14
AL,1999,BSEINE,LOGPERCH,12,5
AL,1999,BSEINE,PUMPKINSEED,12,1
AL,1999,BSEINE,ROCKBASS,12,8
AL,1999,BSEINE,WALLEYE,12,2
AL,1999,BSEINE,WHITESUCKER,12,2
AL,1999,BSEINE,YELLOWBULLHEAD,12,1
AL,1999,BSEINE,YELLOWPERCH,12,311
AL,1999,CRAYTR,BLACKCRAPPIE,18,1
AL,1999,CRAYTR,LARGEMOUTHBASS,18,3
AL,1999,CRAYTR,SMALLMOUTHBASS,18,1
AL,1999,CRAYTR,YELLOWPERCH,18,1
AL,1999,ELFISH,BLACKCHINSHINER,3,1
AL,1999,ELFISH,BLACKCRAPPIE,3,4
AL,1999,ELFISH,BLACKNOSESHINER,3,3
AL,1999,ELFISH,BLUEGILL,3,141
AL,1999,ELFISH,BLUNTNOSEMINNOW,3,23
AL,1999,ELFISH,COMMONSHINER,3,13
AL,1999,ELFISH,GOLDENSHINER,3,16
AL,1999,ELFISH,IOWADARTER,3,1
AL,1999,ELFISH,LARGEMOUTHBASS,3,28
AL,1999,ELFISH,LOGPERCH,3,5
AL,1999,ELFISH,NORTHERNPIKE,3,6
AL,1999,ELFISH,PUMPKINSEED,3,13
AL,1999,ELFISH,ROCKBASS,3,22
AL,1999,ELFISH,SMALLMOUTHBASS,3,6
AL,1999,ELFISH,WALLEYE,3,13
AL,1999,ELFISH,WHITESUCKER,3,34
AL,1999,ELFISH,YELLOWBULLHEAD,3,1
AL,1999,ELFISH,YELLOWPERCH,3,85
AL,1999,FYKNET,BLACKCRAPPIE,6,12
AL,1999,FYKNET,BLUEGILL,6,49
AL,1999,FYKNET,IOWADARTER,6,1
AL,1999,FYKNET,LARGEMOUTHBASS,6,18
AL,1999,FYKNET,LOGPERCH,6,2
AL,1999,FYKNET,NORTHERNPIKE,6,1
AL,1999,FYKNET,PUMPKINSEED,6,4
AL,1999,FYKNET,ROCKBASS,6,16
AL,1999,FYKNET,SMALLMOUTHBASS,6,4
AL,1999,FYKNET,YELLOWBULLHEAD,6,4
AL,1999,FYKNET,YELLOWPERCH,6,26
AL,1999,TRAMML,BLUEGILL,2,15
AL,1999,TRAMML,LARGEMOUTHBASS,2,1
AL,1999,TRAMML,NORTHERNPIKE,2,9
AL,1999,TRAMML,ROCKBASS,2,1
AL,1999,TRAMML,WHITESUCKER,2,10
AL,1999,TRAMML,YELLOWPERCH,2,12
AL,1999,VGN019,BLACKCRAPPIE,2,1
AL,1999,VGN019,GOLDENSHINER,2,176
AL,1999,VGN019,YELLOWPERCH,2,106
AL,1999,VGN025,BLACKCRAPPIE,2,1
AL,1999,VGN025,GOLDENSHINER,2,150
AL,1999,VGN025,YELLOWPERCH,2,94
AL,1999,VGN032,GOLDENSHINER,2,32
AL,1999,VGN032,YELLOWPERCH,2,124
AL,1999,VGN038,BLACKCRAPPIE,2,2
AL,1999,VGN038,GOLDENSHINER,2,3
AL,1999,VGN038,YELLOWPERCH,2,31
AL,1999,VGN051,YELLOWPERCH,2,1
AL,1999,VGN064,BLACKCRAPPIE,2,1
AL,1999,VGN089,BLACKCRAPPIE,2,2
AL,2000,BSEINE,BLACKCRAPPIE,12,8
AL,2000,BSEINE,BLUEGILL,12,24
AL,2000,BSEINE,BLUNTNOSEMINNOW,12,12
AL,2000,BSEINE,COMMONSHINER,12,16
AL,2000,BSEINE,FANTAILDARTER,12,1
AL,2000,BSEINE,GOLDENSHINER,12,3
AL,2000,BSEINE,GRASSPICKEREL,12,2
AL,2000,BSEINE,JOHNNYDARTER,12,2
AL,2000,BSEINE,LARGEMOUTHBASS,12,7
AL,2000,BSEINE,LOGPERCH,12,1
AL,2000,BSEINE,MOTTLEDSCULPIN,12,2
AL,2000,BSEINE,PUMPKINSEED,12,2
AL,2000,BSEINE,ROCKBASS,12,2
AL,2000,BSEINE,ROSYFACESHINER,12,1
AL,2000,BSEINE,SPOTTAILSHINER,12,2
