"lakeid","year4","sta","depth","taxon","nreps","avg_ind","stdev_ind","avg_ind_per_m2","stdev_ind_per_m2","avg_ind_per_m3","stdev_ind_per_m3"
"CR",2015,1,17,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"CR",2015,1,17,"LEPTODORA",5,292.6,132.53,372.55,168.75,21.91,9.93
"CR",2015,1,17,"MYSIS",5,0,0,0,0,0,0
"SP",2015,1,17,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"SP",2015,1,17,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"SP",2015,1,17,"LEPTODORA",5,81.6,11.98,103.9,15.25,6.11,0.9
"SP",2015,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2015,1,6.5,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"TB",2015,1,6.5,"CHAOBORUS PUPAE",5,0.2,0.4,0.25,0.51,0.04,0.08
"TB",2015,1,6.5,"LEPTODORA",5,0,0,0,0,0,0
"TB",2015,1,6.5,"MYSIS",5,0,0,0,0,0,0
"TR",2015,4,10,"BYTHOTREPHES",3,37,5.89,47.11,7.5,4.71,0.75
"TR",2015,4,10,"CHAOBORUS LARVAE",3,0.33,0.47,0.42,0.6,0.04,0.06
"TR",2015,4,10,"CHAOBORUS PUPAE",3,1,0.82,1.27,1.04,0.13,0.1
"TR",2015,4,10,"LEPTODORA",3,0,0,0,0,0,0
"TR",2015,4,10,"MYSIS",3,2.67,3.09,3.4,3.94,0.34,0.39
"TR",2015,5,15,"BYTHOTREPHES",3,34.67,6.02,44.14,7.66,2.94,0.51
"TR",2015,5,15,"CHAOBORUS LARVAE",3,0,0,0,0,0,0
"TR",2015,5,15,"CHAOBORUS PUPAE",3,1.33,1.25,1.7,1.59,0.11,0.11
"TR",2015,5,15,"LEPTODORA",3,0.33,0.47,0.42,0.6,0.03,0.04
"TR",2015,5,15,"MYSIS",3,103,30.47,131.14,38.8,8.74,2.59
"TR",2015,6,20,"BYTHOTREPHES",3,12.33,8.26,15.7,10.52,0.79,0.53
"TR",2015,6,20,"CHAOBORUS LARVAE",3,1.33,0.47,1.7,0.6,0.08,0.03
"TR",2015,6,20,"CHAOBORUS PUPAE",3,1.33,1.25,1.7,1.59,0.08,0.08
"TR",2015,6,20,"LEPTODORA",3,0,0,0,0,0,0
"TR",2015,6,20,"MYSIS",3,117.67,8.73,149.82,11.12,7.49,0.56
"TR",2015,7,25,"BYTHOTREPHES",3,34.33,10.27,43.71,13.08,1.75,0.52
"TR",2015,7,25,"CHAOBORUS LARVAE",3,3.67,0.94,4.67,1.2,0.19,0.05
"TR",2015,7,25,"CHAOBORUS PUPAE",3,1.33,1.25,1.7,1.59,0.07,0.06
"TR",2015,7,25,"LEPTODORA",3,0.33,0.47,0.42,0.6,0.02,0.02
"TR",2015,7,25,"MYSIS",3,95.33,11.47,121.38,14.6,4.86,0.58
"TR",2015,2,32,"BYTHOTREPHES",5,42.6,16.33,54.24,20.79,1.7,0.65
"TR",2015,2,32,"CHAOBORUS LARVAE",5,1.8,1.6,2.29,2.04,0.07,0.06
"TR",2015,2,32,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TR",2015,2,32,"LEPTODORA",5,0,0,0,0,0,0
"TR",2015,2,32,"MYSIS",5,0,0,0,0,0,0
"AL",2016,1,6.5,"CHAOBORUS LARVAE",5,704.2,365.69,896.62,465.61,137.94,71.63
"AL",2016,1,6.5,"CHAOBORUS PUPAE",5,388,311.38,494.02,396.46,76,60.99
"AL",2016,1,6.5,"LEPTODORA",5,0.4,0.49,0.51,0.62,0.08,0.1
"AL",2016,1,6.5,"MYSIS",5,0,0,0,0,0,0
"BM",2016,1,17,"CHAOBORUS LARVAE",5,236.8,31.75,301.5,40.42,17.74,2.38
"BM",2016,1,17,"CHAOBORUS PUPAE",5,48.4,4.32,61.62,5.5,3.62,0.32
"BM",2016,1,17,"LEPTODORA",5,7.6,1.36,9.68,1.73,0.57,0.1
"BM",2016,1,17,"MYSIS",5,0,0,0,0,0,0
"CB",2016,1,1.75,"CHAOBORUS LARVAE",5,4.4,3.26,5.6,4.15,3.2,2.37
"CB",2016,1,1.75,"CHAOBORUS PUPAE",5,8.4,9.89,10.7,12.59,6.11,7.2
"CB",2016,1,1.75,"LEPTODORA",5,0,0,0,0,0,0
"CB",2016,1,1.75,"MYSIS",5,0,0,0,0,0,0
"CR",2016,1,17,"CHAOBORUS LARVAE",5,3.8,2.71,4.84,3.45,0.28,0.2
"CR",2016,1,17,"CHAOBORUS PUPAE",5,1,0.89,1.27,1.14,0.07,0.07
"CR",2016,1,17,"LEPTODORA",5,112.6,49.03,143.37,62.43,8.43,3.67
"CR",2016,1,17,"MYSIS",5,0,0,0,0,0,0
"SP",2016,1,17,"CHAOBORUS LARVAE",5,0.2,0.4,0.25,0.51,0.01,0.03
"SP",2016,1,17,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"SP",2016,1,17,"LEPTODORA",5,21.8,9.74,27.76,12.41,1.63,0.73
"SP",2016,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2016,1,6.5,"CHAOBORUS LARVAE",5,0.4,0.8,0.51,1.02,0.08,0.16
"TB",2016,1,6.5,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2016,1,6.5,"LEPTODORA",5,0,0,0,0,0,0
"TB",2016,1,6.5,"MYSIS",5,0,0,0,0,0,0
"TR",2016,4,10,"BYTHOTREPHES",3,94,16.31,119.68,20.77,11.97,2.08
"TR",2016,4,10,"CHAOBORUS LARVAE",3,20.67,3.3,26.31,4.2,2.63,0.42
"TR",2016,4,10,"CHAOBORUS PUPAE",3,49.33,5.56,62.81,7.08,6.28,0.71
"TR",2016,4,10,"LEPTODORA",3,38,0.82,48.38,1.04,4.84,0.1
"TR",2016,4,10,"MYSIS",3,0,0,0,0,0,0
"TR",2016,5,15,"BYTHOTREPHES",3,127.67,25.95,162.55,33.04,10.84,2.2
"TR",2016,5,15,"CHAOBORUS LARVAE",3,31.67,10.34,40.32,13.16,2.69,0.88
"TR",2016,5,15,"CHAOBORUS PUPAE",3,39.33,14.38,50.08,18.31,3.34,1.22
"TR",2016,5,15,"LEPTODORA",3,49.33,10.84,62.81,13.8,4.19,0.92
"TR",2016,5,15,"MYSIS",3,73,22.76,92.95,28.98,6.2,1.93
"TR",2016,6,20,"BYTHOTREPHES",3,239,22.64,304.3,28.83,15.22,1.44
"TR",2016,6,20,"CHAOBORUS LARVAE",3,16.67,3.68,21.22,4.69,1.06,0.23
"TR",2016,6,20,"CHAOBORUS PUPAE",3,30.67,4.78,39.05,6.09,1.95,0.3
"TR",2016,6,20,"LEPTODORA",3,44.33,9.1,56.45,11.59,2.82,0.58
"TR",2016,6,20,"MYSIS",3,89.67,13.02,114.17,16.58,5.71,0.83
"TR",2016,7,25,"BYTHOTREPHES",3,158,79.21,201.17,100.86,8.05,4.03
"TR",2016,7,25,"CHAOBORUS LARVAE",3,6.67,1.7,8.49,2.16,0.34,0.09
"TR",2016,7,25,"CHAOBORUS PUPAE",3,4.67,2.62,5.94,3.34,0.24,0.13
"TR",2016,7,25,"LEPTODORA",3,29,12.75,36.92,16.24,1.48,0.65
"TR",2016,7,25,"MYSIS",3,101,23.72,128.6,30.2,5.14,1.21
"TR",2016,2,32,"BYTHOTREPHES",5,75,5.93,95.49,7.55,2.98,0.24
"TR",2016,2,32,"CHAOBORUS LARVAE",5,9.4,3.72,11.97,4.74,0.37,0.15
"TR",2016,2,32,"CHAOBORUS PUPAE",5,2.4,1.96,3.06,2.5,0.1,0.08
"TR",2016,2,32,"LEPTODORA",5,39.6,10.61,50.42,13.51,1.58,0.42
"TR",2016,2,32,"MYSIS",5,0.2,0.4,0.25,0.51,0.01,0.02
"AL",2017,1,6.5,"CHAOBORUS LARVAE",5,1799.2,270.93,2290.81,344.95,352.43,53.07
"AL",2017,1,6.5,"CHAOBORUS PUPAE",5,278.2,94.88,354.22,120.81,54.49,18.59
"AL",2017,1,6.5,"LEPTODORA",5,5.4,3.61,6.88,4.6,1.06,0.71
"AL",2017,1,6.5,"MYSIS",5,0,0,0,0,0,0
"BM",2017,1,17,"CHAOBORUS LARVAE",5,314.6,82.15,400.56,104.59,23.56,6.15
"BM",2017,1,17,"CHAOBORUS PUPAE",5,43.6,9.69,55.51,12.33,3.27,0.73
"BM",2017,1,17,"LEPTODORA",5,46.2,18.51,58.82,23.57,3.46,1.39
"BM",2017,1,17,"MYSIS",5,0,0,0,0,0,0
"CB",2017,1,1.75,"CHAOBORUS LARVAE",5,0.2,0.4,0.25,0.51,0.15,0.29
"CB",2017,1,1.75,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"CB",2017,1,1.75,"LEPTODORA",5,0,0,0,0,0,0
"CB",2017,1,1.75,"MYSIS",5,0,0,0,0,0,0
"CR",2017,1,18,"CHAOBORUS LARVAE",5,6.4,1.02,8.15,1.3,0.45,0.07
"CR",2017,1,18,"CHAOBORUS PUPAE",5,2,1.41,2.55,1.8,0.14,0.1
"CR",2017,1,18,"LEPTODORA",5,329.4,133.13,419.41,169.51,23.3,9.42
"CR",2017,1,18,"MYSIS",5,0,0,0,0,0,0
"SP",2017,1,17,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"SP",2017,1,17,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"SP",2017,1,17,"LEPTODORA",5,258.8,64.4,329.51,82,19.38,4.82
"SP",2017,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2017,1,6.5,"CHAOBORUS LARVAE",5,2,1.41,2.55,1.8,0.39,0.28
"TB",2017,1,6.5,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2017,1,6.5,"LEPTODORA",5,0,0,0,0,0,0
"TB",2017,1,6.5,"MYSIS",5,0,0,0,0,0,0
"TR",2017,4,10,"BYTHOTREPHES",3,253.67,36.43,322.98,46.38,32.3,4.64
"TR",2017,4,10,"CHAOBORUS LARVAE",3,23.67,9.03,30.13,11.5,3.01,1.15
"TR",2017,4,10,"CHAOBORUS PUPAE",3,3.33,0.94,4.24,1.2,0.42,0.12
"TR",2017,4,10,"LEPTODORA",3,9.33,1.7,11.88,2.16,1.19,0.22
"TR",2017,4,10,"MYSIS",3,0,0,0,0,0,0
"TR",2017,5,15,"BYTHOTREPHES",3,304.67,22.43,387.91,28.55,25.86,1.9
"TR",2017,5,15,"CHAOBORUS LARVAE",3,34,5.72,43.29,7.28,2.89,0.49
"TR",2017,5,15,"CHAOBORUS PUPAE",3,3.67,0.47,4.67,0.6,0.31,0.04
"TR",2017,5,15,"LEPTODORA",3,6.33,2.62,8.06,3.34,0.54,0.22
"TR",2017,5,15,"MYSIS",3,28.67,6.24,36.5,7.94,2.43,0.53
"TR",2017,6,20,"BYTHOTREPHES",3,469,89.23,597.15,113.61,29.86,5.68
"TR",2017,6,20,"CHAOBORUS LARVAE",3,35,13.93,44.56,17.73,2.23,0.89
"TR",2017,6,20,"CHAOBORUS PUPAE",3,5.67,1.7,7.22,2.16,0.36,0.11
"TR",2017,6,20,"LEPTODORA",3,4.67,1.89,5.94,2.4,0.3,0.12
"TR",2017,6,20,"MYSIS",3,54.33,4.71,69.18,6,3.46,0.3
"TR",2017,7,25,"BYTHOTREPHES",3,527.33,76.11,671.42,96.91,26.86,3.88
"TR",2017,7,25,"CHAOBORUS LARVAE",3,49,10.71,62.39,13.63,2.5,0.55
"TR",2017,7,25,"CHAOBORUS PUPAE",3,6,1.41,7.64,1.8,0.31,0.07
"TR",2017,7,25,"LEPTODORA",3,6.67,2.62,8.49,3.34,0.34,0.13
"TR",2017,7,25,"MYSIS",3,64.33,12.66,81.91,16.12,3.28,0.64
"TR",2017,2,32,"BYTHOTREPHES",5,550.4,44.32,700.79,56.43,21.9,1.76
"TR",2017,2,32,"CHAOBORUS LARVAE",5,40.2,12.42,51.18,15.81,1.6,0.49
"TR",2017,2,32,"CHAOBORUS PUPAE",5,4.2,1.6,5.35,2.04,0.17,0.06
"TR",2017,2,32,"LEPTODORA",5,2.6,1.85,3.31,2.36,0.1,0.07
"TR",2017,2,32,"MYSIS",5,0,0,0,0,0,0
"AL",2018,1,6.5,"CHAOBORUS LARVAE",5,966,233.41,1229.95,297.18,189.22,45.72
"AL",2018,1,6.5,"CHAOBORUS PUPAE",5,73.6,21.51,93.71,27.39,14.42,4.21
"AL",2018,1,6.5,"LEPTODORA",5,6,2.97,7.64,3.78,1.18,0.58
"AL",2018,1,6.5,"MYSIS",5,0,0,0,0,0,0
"BM",2018,1,17,"CHAOBORUS LARVAE",5,355.4,54.85,452.51,69.84,26.62,4.11
"BM",2018,1,17,"CHAOBORUS PUPAE",5,42,10.94,53.48,13.92,3.15,0.82
"BM",2018,1,17,"LEPTODORA",5,26.4,6.15,33.61,7.83,1.98,0.46
"BM",2018,1,17,"MYSIS",5,0,0,0,0,0,0
"CB",2018,1,1.75,"CHAOBORUS LARVAE",5,0.4,0.49,0.51,0.62,0.29,0.36
"CB",2018,1,1.75,"CHAOBORUS PUPAE",5,0.4,0.49,0.51,0.62,0.29,0.36
"CB",2018,1,1.75,"LEPTODORA",5,0,0,0,0,0,0
"CB",2018,1,1.75,"MYSIS",5,0,0,0,0,0,0
"CR",2018,1,18,"CHAOBORUS LARVAE",5,1.4,1.96,1.78,2.5,0.1,0.14
"CR",2018,1,18,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"CR",2018,1,18,"LEPTODORA",5,66,28.57,84.03,36.38,4.67,2.02
"CR",2018,1,18,"MYSIS",5,0,0,0,0,0,0
"SP",2018,1,17,"CHAOBORUS LARVAE",5,0.4,0.8,0.51,1.02,0.03,0.06
"SP",2018,1,17,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"SP",2018,1,17,"LEPTODORA",5,156.8,69.81,199.64,88.88,11.74,5.23
"SP",2018,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2018,1,6.5,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"TB",2018,1,6.5,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2018,1,6.5,"LEPTODORA",5,0.2,0.4,0.25,0.51,0.04,0.08
"TB",2018,1,6.5,"MYSIS",5,0,0,0,0,0,0
"TR",2018,4,10,"BYTHOTREPHES",3,349.67,116.92,445.21,148.87,44.52,14.89
"TR",2018,4,10,"CHAOBORUS LARVAE",3,19,2.94,24.19,3.75,2.42,0.37
"TR",2018,4,10,"CHAOBORUS PUPAE",3,15.67,4.03,19.95,5.13,1.99,0.51
"TR",2018,4,10,"LEPTODORA",3,7,0.82,8.91,1.04,0.89,0.1
"TR",2018,4,10,"MYSIS",3,3,2.16,3.82,2.75,0.38,0.28
"TR",2018,5,15,"BYTHOTREPHES",3,428.33,202.47,545.37,257.79,36.36,17.19
"TR",2018,5,15,"CHAOBORUS LARVAE",3,13,4.97,16.55,6.32,1.1,0.42
"TR",2018,5,15,"CHAOBORUS PUPAE",3,1.33,1.25,1.7,1.59,0.11,0.11
"TR",2018,5,15,"LEPTODORA",3,6.67,2.05,8.49,2.62,0.57,0.17
"TR",2018,5,15,"MYSIS",3,24.33,10.87,30.98,13.84,2.07,0.92
"TR",2018,6,20,"BYTHOTREPHES",3,327.67,74.84,417.2,95.29,20.86,4.76
"TR",2018,6,20,"CHAOBORUS LARVAE",3,13,4.55,16.55,5.79,0.83,0.29
"TR",2018,6,20,"CHAOBORUS PUPAE",3,0.33,0.47,0.42,0.6,0.02,0.03
"TR",2018,6,20,"LEPTODORA",3,6,1.63,7.64,2.08,0.38,0.1
"TR",2018,6,20,"MYSIS",3,66,29.53,84.03,37.6,4.2,1.88
"TR",2018,7,25,"BYTHOTREPHES",3,385.33,148.2,490.62,188.7,19.62,7.55
"TR",2018,7,25,"CHAOBORUS LARVAE",3,17.67,5.19,22.49,6.6,0.9,0.26
"TR",2018,7,25,"CHAOBORUS PUPAE",3,0.67,0.94,0.85,1.2,0.03,0.05
"TR",2018,7,25,"LEPTODORA",3,5.33,1.89,6.79,2.4,0.27,0.1
"TR",2018,7,25,"MYSIS",3,57,26.7,72.57,33.99,2.9,1.36
"TR",2018,2,32,"BYTHOTREPHES",5,606.6,262.96,772.35,334.82,24.14,10.46
"TR",2018,2,32,"CHAOBORUS LARVAE",5,11.4,3.5,14.51,4.45,0.45,0.14
"TR",2018,2,32,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TR",2018,2,32,"LEPTODORA",5,3.2,2.32,4.07,2.95,0.13,0.09
"TR",2018,2,32,"MYSIS",5,0.2,0.4,0.25,0.51,0.01,0.02
"AL",2019,1,6.5,"CHAOBORUS LARVAE",4,2058.33,543.98,2620.75,692.62,403.19,106.56
"AL",2019,1,6.5,"CHAOBORUS PUPAE",4,133.67,13.82,170.19,17.59,26.18,2.71
"AL",2019,1,6.5,"LEPTODORA",4,4.33,0.94,5.52,1.2,0.85,0.18
"AL",2019,1,6.5,"MYSIS",4,0,0,0,0,0,0
"BM",2019,1,17,"CHAOBORUS LARVAE",5,131.2,35.76,167.05,45.53,9.83,2.68
"BM",2019,1,17,"CHAOBORUS PUPAE",5,66.6,7.55,84.8,9.62,4.99,0.57
"BM",2019,1,17,"LEPTODORA",5,4.4,4.36,5.6,5.56,0.33,0.33
"BM",2019,1,17,"MYSIS",5,0,0,0,0,0,0
"CB",2019,1,1.75,"CHAOBORUS LARVAE",5,2,3.03,2.55,3.86,1.46,2.21
"CB",2019,1,1.75,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"CB",2019,1,1.75,"LEPTODORA",5,0,0,0,0,0,0
"CB",2019,1,1.75,"MYSIS",5,0,0,0,0,0,0
"CR",2019,1,18,"CHAOBORUS LARVAE",5,1.8,1.17,2.29,1.48,0.13,0.08
"CR",2019,1,18,"CHAOBORUS PUPAE",5,0.2,0.4,0.25,0.51,0.01,0.03
"CR",2019,1,18,"LEPTODORA",5,262.2,51.47,333.84,65.54,18.55,3.64
"CR",2019,1,18,"MYSIS",5,0,0,0,0,0,0
"SP",2019,1,17,"CHAOBORUS LARVAE",5,0,0,0,0,0,0
"SP",2019,1,17,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"SP",2019,1,17,"LEPTODORA",5,601.8,121.8,766.24,155.09,45.07,9.12
"SP",2019,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2019,1,6.5,"CHAOBORUS LARVAE",3,0,0,0,0,0,0
"TB",2019,1,6.5,"CHAOBORUS PUPAE",3,0,0,0,0,0,0
"TB",2019,1,6.5,"LEPTODORA",3,0,0,0,0,0,0
"TB",2019,1,6.5,"MYSIS",3,0,0,0,0,0,0
"TR",2019,4,10,"BYTHOTREPHES",3,179,82.9,227.91,105.55,22.79,10.56
"TR",2019,4,10,"CHAOBORUS LARVAE",3,0.33,0.47,0.42,0.6,0.04,0.06
"TR",2019,4,10,"CHAOBORUS PUPAE",3,0.33,0.47,0.42,0.6,0.04,0.06
"TR",2019,4,10,"LEPTODORA",3,43.67,12.04,55.6,15.33,5.56,1.53
"TR",2019,4,10,"MYSIS",3,1,0.82,1.27,1.04,0.13,0.1
"TR",2019,5,15,"BYTHOTREPHES",3,225.33,20.43,286.9,26.02,19.13,1.73
"TR",2019,5,15,"CHAOBORUS LARVAE",3,1,0.82,1.27,1.04,0.08,0.07
"TR",2019,5,15,"CHAOBORUS PUPAE",3,0.67,0.47,0.85,0.6,0.06,0.04
"TR",2019,5,15,"LEPTODORA",3,53,4.9,67.48,6.24,4.5,0.42
"TR",2019,5,15,"MYSIS",3,54,22.76,68.75,28.98,4.58,1.93
"TR",2019,6,20,"BYTHOTREPHES",3,180.33,6.55,229.61,8.34,11.48,0.42
"TR",2019,6,20,"CHAOBORUS LARVAE",3,1.33,0.47,1.7,0.6,0.08,0.03
"TR",2019,6,20,"CHAOBORUS PUPAE",3,0.67,0.94,0.85,1.2,0.04,0.06
"TR",2019,6,20,"LEPTODORA",3,38.67,4.03,49.23,5.13,2.46,0.26
"TR",2019,6,20,"MYSIS",3,59.67,13.3,75.97,16.93,3.8,0.85
"TR",2019,7,25,"BYTHOTREPHES",3,226.33,44.1,288.18,56.15,11.53,2.25
"TR",2019,7,25,"CHAOBORUS LARVAE",3,1,0.82,1.27,1.04,0.05,0.04
"TR",2019,7,25,"CHAOBORUS PUPAE",3,0.67,0.47,0.85,0.6,0.03,0.02
"TR",2019,7,25,"LEPTODORA",3,52.67,7.36,67.06,9.38,2.68,0.38
"TR",2019,7,25,"MYSIS",3,28.67,2.62,36.5,3.34,1.46,0.13
"TR",2019,2,32,"BYTHOTREPHES",5,216.6,32.77,275.78,41.72,8.62,1.3
"TR",2019,2,32,"CHAOBORUS LARVAE",5,3.8,1.17,4.84,1.48,0.15,0.05
"TR",2019,2,32,"CHAOBORUS PUPAE",5,0.6,0.49,0.76,0.62,0.02,0.02
"TR",2019,2,32,"LEPTODORA",5,35.2,6.24,44.82,7.95,1.4,0.25
"TR",2019,2,32,"MYSIS",5,3,1.41,3.82,1.8,0.12,0.06
"TR",2020,4,10,"BYTHOTREPHES",3,0.67,0.94,0.85,1.2,0.08,0.12
"TR",2020,4,10,"CHAOBORUS LARVAE",3,1.67,0.47,2.12,0.6,0.21,0.06
"TR",2020,4,10,"CHAOBORUS PUPAE",3,2.67,1.7,3.4,2.16,0.34,0.22
"TR",2020,4,10,"LEPTODORA",3,51,8.52,64.94,10.85,6.49,1.09
"TR",2020,4,10,"MYSIS",3,7,1.41,8.91,1.8,0.89,0.18
"TR",2020,5,15,"BYTHOTREPHES",3,0.33,0.47,0.42,0.6,0.03,0.04
"TR",2020,5,15,"CHAOBORUS LARVAE",3,8.67,2.62,11.03,3.34,0.74,0.22
"TR",2020,5,15,"CHAOBORUS PUPAE",3,4.33,0.94,5.52,1.2,0.37,0.08
"TR",2020,5,15,"LEPTODORA",3,29.33,2.62,37.35,3.34,2.49,0.22
"TR",2020,5,15,"MYSIS",3,112,9.9,142.6,12.6,9.51,0.84
"TR",2020,6,20,"BYTHOTREPHES",3,0,0,0,0,0,0
"TR",2020,6,20,"CHAOBORUS LARVAE",3,17.67,4.03,22.49,5.13,1.12,0.26
"TR",2020,6,20,"CHAOBORUS PUPAE",3,9.33,5.44,11.88,6.92,0.59,0.35
"TR",2020,6,20,"LEPTODORA",3,26.67,7.41,33.95,9.43,1.7,0.47
"TR",2020,6,20,"MYSIS",3,91.67,20.04,116.71,25.51,5.84,1.28
"TR",2020,7,25,"BYTHOTREPHES",3,0,0,0,0,0,0
"TR",2020,7,25,"CHAOBORUS LARVAE",3,7,2.83,8.91,3.6,0.36,0.14
"TR",2020,7,25,"CHAOBORUS PUPAE",3,2.67,1.25,3.4,1.59,0.14,0.06
"TR",2020,7,25,"LEPTODORA",3,77.33,24.28,98.46,30.92,3.94,1.24
"TR",2020,7,25,"MYSIS",3,39.33,8.73,50.08,11.12,2,0.44
"TR",2020,2,32,"BYTHOTREPHES",5,0,0,0,0,0,0
"TR",2020,2,32,"CHAOBORUS LARVAE",5,8,3.03,10.19,3.86,0.32,0.12
"TR",2020,2,32,"CHAOBORUS PUPAE",5,0.2,0.4,0.25,0.51,0.01,0.02
"TR",2020,2,32,"LEPTODORA",5,99,7.62,126.05,9.7,3.94,0.3
"TR",2020,2,32,"MYSIS",5,0,0,0,0,0,0
"AL",2021,1,6,"CHAOBORUS LARVAE",5,1793.2,222.64,2283.17,283.47,380.53,47.24
"AL",2021,1,6,"CHAOBORUS PUPAE",5,114,43.46,145.15,55.33,24.19,9.22
"AL",2021,1,6,"LEPTODORA",5,0,0,0,0,0,0
"AL",2021,1,6,"MYSIS",5,0,0,0,0,0,0
"BM",2021,1,17,"CHAOBORUS LARVAE",5,116.4,36.42,148.21,46.37,8.72,2.73
"BM",2021,1,17,"CHAOBORUS PUPAE",5,13.2,8.08,16.81,10.29,0.99,0.61
"BM",2021,1,17,"LEPTODORA",5,6,4.73,7.64,6.03,0.45,0.35
"BM",2021,1,17,"MYSIS",5,0,0,0,0,0,0
"CB",2021,1,1.75,"CHAOBORUS LARVAE",5,412,93.52,524.57,119.07,299.76,68.04
"CB",2021,1,1.75,"CHAOBORUS PUPAE",5,3.4,2.5,4.33,3.18,2.47,1.82
"CB",2021,1,1.75,"LEPTODORA",5,0,0,0,0,0,0
"CB",2021,1,1.75,"MYSIS",5,0.2,0.4,0.25,0.51,0.15,0.29
"CR",2021,1,18,"CHAOBORUS LARVAE",5,28.4,6.37,36.16,8.12,2.01,0.45
"CR",2021,1,18,"CHAOBORUS PUPAE",5,0.2,0.4,0.25,0.51,0.01,0.03
"CR",2021,1,18,"LEPTODORA",5,330.8,46.55,421.19,59.27,23.4,3.29
"CR",2021,1,18,"MYSIS",5,0,0,0,0,0,0
"SP",2021,1,17,"CHAOBORUS LARVAE",5,0.4,0.8,0.51,1.02,0.03,0.06
"SP",2021,1,17,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"SP",2021,1,17,"LEPTODORA",5,18.4,8.36,23.43,10.64,1.38,0.63
"SP",2021,1,17,"MYSIS",5,0,0,0,0,0,0
"TB",2021,1,6,"CHAOBORUS LARVAE",5,0.6,0.8,0.76,1.02,0.13,0.17
"TB",2021,1,6,"CHAOBORUS PUPAE",5,0,0,0,0,0,0
"TB",2021,1,6,"LEPTODORA",5,0,0,0,0,0,0
"TB",2021,1,6,"MYSIS",5,0,0,0,0,0,0
"TR",2021,4,10,"BYTHOTREPHES",3,0,0,0,0,0,0
"TR",2021,4,10,"CHAOBORUS LARVAE",3,0.67,0.47,0.85,0.6,0.08,0.06
"TR",2021,4,10,"CHAOBORUS PUPAE",3,2.67,0.94,3.4,1.2,0.34,0.12
"TR",2021,4,10,"LEPTODORA",3,277.33,20.55,353.11,26.16,35.31,2.62
"TR",2021,4,10,"MYSIS",3,4.33,3.4,5.52,4.33,0.55,0.43
"TR",2021,5,15,"BYTHOTREPHES",3,0,0,0,0,0,0
"TR",2021,5,15,"CHAOBORUS LARVAE",3,2,1.41,2.55,1.8,0.17,0.12
"TR",2021,5,15,"CHAOBORUS PUPAE",3,1,0.82,1.27,1.04,0.08,0.07
"TR",2021,5,15,"LEPTODORA",3,207,20.61,263.56,26.24,17.57,1.75
"TR",2021,5,15,"MYSIS",3,90.67,8.96,115.44,11.4,7.7,0.76
"TR",2021,6,20,"BYTHOTREPHES",3,0,0,0,0,0,0
"TR",2021,6,20,"CHAOBORUS LARVAE",3,4.67,2.49,5.94,3.18,0.3,0.16
"TR",2021,6,20,"CHAOBORUS PUPAE",3,4,0.82,5.09,1.04,0.25,0.05
"TR",2021,6,20,"LEPTODORA",3,239.67,26.96,305.15,34.33,15.26,1.72
"TR",2021,6,20,"MYSIS",3,193.33,20.34,246.16,25.89,12.31,1.29
"TR",2021,7,25,"BYTHOTREPHES",3,0.33,0.47,0.42,0.6,0.02,0.02
"TR",2021,7,25,"CHAOBORUS LARVAE",3,6,2.83,7.64,3.6,0.31,0.14
"TR",2021,7,25,"CHAOBORUS PUPAE",3,3.67,2.05,4.67,2.62,0.19,0.1
"TR",2021,7,25,"LEPTODORA",3,244,52.84,310.67,67.28,12.43,2.69
"TR",2021,7,25,"MYSIS",3,104.33,12.5,132.84,15.91,5.31,0.64
"TR",2021,2,31,"BYTHOTREPHES",5,0,0,0,0,0,0
"TR",2021,2,31,"CHAOBORUS LARVAE",5,5.8,4.4,7.38,5.6,0.24,0.18
"TR",2021,2,31,"CHAOBORUS PUPAE",5,1.8,0.98,2.29,1.25,0.07,0.04
"TR",2021,2,31,"LEPTODORA",5,206.6,63.1,263.05,80.35,8.49,2.59
"TR",2021,2,31,"MYSIS",5,0.2,0.4,0.25,0.51,0.01,0.02
"AL",2022,1,6.5,"BYTHOTREPHES",5,0,0,0,0,0,0
